gameId,year,week,homeAbbr,awayAbbr,offenseAbbr,defenseAbbr,homeScore,awayScore,quarter,clock,type,down,distance,yardLine,yardsGained
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:11:45,Pass Completion,2,1,53,6
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:11:25,Pass Completion,1,10,59,7
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:11:11,Pass Incompletion,2,3,66,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:11:05,Rush,3,3,66,10
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:10:47,Rush,1,10,76,4
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:10:14,Pass Interception,2,6,80,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,2,0:10:05,Rush,1,10,80,1
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,2,0:09:30,Rush,2,9,79,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,2,0:08:46,Rush,3,9,79,1
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:08:00,Rush,1,10,45,7
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:07:28,Pass Completion,2,3,52,-6
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:07:00,Pass Completion,3,9,46,10
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:06:55,Pass Interception,1,10,56,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,7,2,0:06:38,Pass Completion,1,10,64,17
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,7,2,0:06:11,Rush,1,10,47,3
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,7,2,0:05:25,Pass Completion,2,7,44,6
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,7,2,0:05:07,Pass Completion,3,1,38,3
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,7,2,0:05:00,Rush,1,10,35,8
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,7,2,0:04:05,Pass Completion,2,2,27,11
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,7,2,0:03:15,Rush,1,10,16,4
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,7,2,0:03:04,Rush,2,6,12,1
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,7,2,0:02:28,Pass Completion,3,5,11,11
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,7,2,0:02:10,Pass Completion,1,10,43,3
332430251,2013,1,TEX,NMSU,TEX,NMSU,6,7,2,0:01:48,Pass Completion,2,7,46,54
332430251,2013,1,TEX,NMSU,NMSU,TEX,7,7,2,0:01:35,Rush,1,10,77,3
332430251,2013,1,TEX,NMSU,NMSU,TEX,7,7,2,0:01:30,Rush,2,7,74,-1
332430251,2013,1,TEX,NMSU,NMSU,TEX,7,7,2,0:01:23,Pass Completion,3,8,75,1
332430251,2013,1,TEX,NMSU,TEX,NMSU,13,7,2,0:01:08,Pass Completion,1,10,34,66
332430251,2013,1,TEX,NMSU,NMSU,TEX,14,7,2,0:00:56,Pass Completion,1,10,79,8
332430251,2013,1,TEX,NMSU,NMSU,TEX,14,7,2,0:00:46,Rush,2,2,71,2
332430251,2013,1,TEX,NMSU,NMSU,TEX,14,7,2,0:00:34,Pass Completion,1,10,69,6
332430251,2013,1,TEX,NMSU,NMSU,TEX,14,7,2,0:00:17,Pass Incompletion,2,4,63,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,14,7,2,0:00:00,Rush,3,4,63,2
